Zip Code,Total Population Age 16+,Ages 16-19,Ages 20-24,Ages 25-29,Ages 30-34,Ages 35-44,Ages 45-54,Ages 55-59,Ages 60-64,Ages 65-74,Ages 75+,Total Population,Make,Fully Vaccinated,Partially Vaccinated,1_plus_dose,booster_recip_count,%_Employed,above_average,over_75_population
95403,36477,2111,3174,3640,3845,5470,5415,2981,2861,3761,3219,45096,WORKHORSE,0.757152,0.052371,0.809523,13605.0,0.8088744012772752,1,0.07138105375199574
95404,33212,1654,2182,2433,2632,5826,5545,3132,3086,4350,2372,40497,VOLVO,0.739255,0.05474,0.793995,13779.0,0.8201101316146875,1,0.05857223991900635
95405,17665,613,1005,1727,1183,2355,2836,1730,1573,2821,1822,21082,VOLVO,0.850739,0.056799,0.907538,8823.0,0.8379186035480505,1,0.08642443790911679
95407,32571,2561,2877,3591,3670,5777,5538,2382,2257,2620,1298,42026,WORKHORSE,0.736364,0.064143,0.800507,8933.0,0.7750202255746442,1,0.03088564222148194
95409,23336,1150,1032,1132,1224,2815,2966,1737,2203,4467,4610,27186,WORKHORSE,0.821352,0.054683,0.876035,12100.0,0.858382991245494,1,0.16957257411903184
95410,896,133,56,16,51,101,194,57,109,85,94,997,VOLKSWAGEN,0.665992,0.052632,0.718624,368.0,0.8986960882647944,0,0.09428284854563691
95412,356,28,3,12,28,45,41,32,23,97,47,397,TOYOTA,0.440506,0.081013,0.521519,57.0,0.8967254408060453,0,0.11838790931989925
95415,1159,110,133,94,52,175,197,75,38,205,80,1388,VOLKSWAGEN,0.876946,0.103781,0.980727,503.0,0.8350144092219021,1,0.05763688760806916
95420,384,0,24,0,1,39,121,0,24,103,72,523,TOYOTA,0.391949,0.04661,0.438559,98.0,0.734225621414914,0,0.13766730401529637
95421,1598,38,72,75,30,209,230,219,151,420,154,1808,VOLVO,0.597908,0.04416,0.642068,531.0,0.8838495575221239,0,0.08517699115044247
95422,11953,710,769,1216,881,1605,2051,1089,840,1926,866,15696,VOLVO,0.472464,0.066113,0.538577,1900.0,0.7615316004077471,0,0.05517329255861366
95423,3211,84,206,192,39,251,647,451,414,690,237,3751,VOLVO,0.527121,0.056261,0.583382,691.0,0.85603838976273,0,0.06318315115969075
95425,8636,340,421,584,739,1434,1138,673,1065,1439,803,10984,VOLVO,0.830586,0.060178,0.890764,3841.0,0.7862345229424618,1,0.07310633648943918
95426,1242,32,18,33,40,216,282,117,160,229,115,1350,VOLKSWAGEN,0.667407,0.06,0.727407,380.0,0.92,0,0.08518518518518518
95427,208,0,0,17,9,0,23,26,37,46,50,226,TOYOTA,1.0,0.125,1.0,142.0,0.9203539823008849,1,0.22123893805309736
95428,1981,167,92,266,144,281,234,114,116,408,159,2580,VOLKSWAGEN,0.559471,0.087665,0.647136,358.0,0.767829457364341,0,0.06162790697674419
95430,7,0,0,0,0,0,0,0,0,7,0,7,TOYOTA,1.0,1.0,1.0,74.0,1.0,1,0.0
95431,161,3,8,0,10,26,14,35,21,21,23,161,OTHER/UNK,0.180124,0.074534,0.254658,11.0,1.0,0,0.14285714285714285
95432,629,4,0,17,41,90,20,39,146,184,88,706,TOYOTA,0.433934,0.042042,0.475976,157.0,0.8909348441926346,0,0.12464589235127478
95435,205,64,0,0,0,53,75,0,0,13,0,299,TOYOTA,0.685619,0.076923,0.762542,64.0,0.68561872909699,1,0.0
95436,5443,296,145,352,317,811,826,556,744,929,467,6240,VOLVO,0.656988,0.04544,0.702428,2067.0,0.872275641025641,0,0.07483974358974359
95437,12051,420,683,686,917,1711,1653,1213,1215,2314,1239,14859,VOLVO,0.719638,0.049742,0.76938,4991.0,0.8110236220472441,1,0.08338380779325662
95439,532,21,20,0,23,125,52,76,15,66,134,728,Unk,0.81044,0.059066,0.869506,245.0,0.7307692307692307,1,0.18406593406593408
95441,1542,80,128,160,100,211,175,168,167,207,146,1797,VOLVO,1.0,0.09388,1.0,757.0,0.8580968280467446,1,0.08124652198107958
95442,2592,23,176,95,144,414,555,142,288,481,274,3213,VOLVO,0.719504,0.051207,0.770711,1231.0,0.8067226890756303,1,0.08527855586679116
95443,133,0,0,33,21,0,38,0,0,19,22,193,TOYOTA,0.735751,0.062176,0.797927,81.0,0.689119170984456,1,0.11398963730569948
95444,626,19,27,143,48,34,185,38,44,88,0,705,Unk,1.0,0.086233,1.0,429.0,0.8879432624113475,1,0.0
95445,2019,78,28,2,93,280,73,237,280,684,264,2257,VOLVO,0.835321,0.122477,0.957798,952.0,0.8945502879929109,1,0.11696942844483828
95446,4675,154,108,318,237,604,991,441,490,829,503,5168,VOLVO,0.744315,0.051018,0.795333,1959.0,0.9046052631578947,1,0.0973297213622291
95448,15163,804,779,736,1075,1902,2466,1469,1634,2817,1481,17407,VOLVO,0.843553,0.058623,0.902176,7212.0,0.8710863445740219,1,0.08508071465502384
95449,1254,31,79,137,175,111,130,213,170,169,39,1560,Unk,0.602076,0.069896,0.671972,332.0,0.8038461538461539,0,0.025
95450,208,3,8,30,0,30,23,35,19,37,23,227,Unk,1.0,0.118943,1.0,170.0,0.9162995594713657,1,0.1013215859030837
95451,9597,422,639,595,636,1584,1122,997,1028,1664,910,11603,VOLVO,0.595815,0.051249,0.647064,2499.0,0.827113677497199,0,0.07842799276049298
95452,843,23,38,45,38,0,46,88,136,185,244,919,VOLKSWAGEN,1.0,0.093968,1.0,685.0,0.9173014145810664,1,0.26550598476605003
95453,9642,833,444,519,616,1083,1409,884,778,1747,1329,11369,VOLVO,0.61911,0.054974,0.674084,2740.0,0.8480956988301521,0,0.1168968246987422
95454,1804,32,64,149,108,279,228,148,268,376,152,2107,VOLVO,0.816256,0.10936,0.925616,602.0,0.8561936402467963,1,0.07214048410061699
95456,794,59,15,37,54,11,70,109,92,228,119,838,VOLKSWAGEN,0.681319,0.041514,0.722833,342.0,0.9474940334128878,1,0.14200477326968974
95457,2641,107,90,44,186,249,279,193,466,664,363,3227,VOLVO,0.575401,0.068695,0.644096,564.0,0.8184071893399443,0,0.11248837929965913
95458,2557,180,272,233,330,266,181,239,344,210,302,2960,VOLVO,0.496251,0.043913,0.540164,491.0,0.8638513513513514,0,0.10202702702702703
95459,494,54,0,10,44,94,28,45,74,82,63,641,TOYOTA,0.582624,0.11414,0.696764,152.0,0.7706708268330733,0,0.09828393135725429
95460,2280,55,86,39,89,212,385,208,321,518,367,2508,VOLVO,0.841488,0.061868,0.903356,1344.0,0.9090909090909091,1,0.1463317384370016
95461,2187,119,13,75,291,291,329,117,327,383,242,2567,VOLVO,0.615115,0.056486,0.671601,588.0,0.851967276977016,0,0.09427347097779509
95462,963,14,25,56,85,86,167,88,122,265,55,1124,VOLVO,0.789097,0.047364,0.836461,497.0,0.8567615658362989,1,0.04893238434163701
95464,1917,96,55,141,75,285,257,256,269,206,277,2505,VOLKSWAGEN,0.510351,0.056189,0.56654,383.0,0.7652694610778443,0,0.11057884231536926
95465,1920,31,0,125,178,276,269,97,273,531,140,2244,VOLVO,0.664543,0.042786,0.707329,854.0,0.8556149732620321,0,0.062388591800356503
95466,784,23,68,24,89,122,156,40,65,130,67,976,VOLKSWAGEN,1.0,0.147872,1.0,405.0,0.8032786885245902,1,0.06864754098360656
95467,4286,220,288,178,165,749,820,303,553,545,465,5506,VOLVO,0.565913,0.046516,0.612429,1111.0,0.7784235379585907,0,0.08445332364693062
95468,1001,45,51,28,63,189,143,59,149,165,109,1280,VOLVO,0.687602,0.094617,0.782219,377.0,0.78203125,1,0.08515625
95469,1506,61,25,134,161,240,173,122,131,388,71,1911,VOLVO,0.502784,0.041203,0.543987,379.0,0.7880690737833596,0,0.037153322867608585
95470,4670,383,260,240,231,745,1049,499,423,574,266,5561,WORKHORSE,0.622226,0.055939,0.678165,1376.0,0.8397770185218486,0,0.04783312353893185
95471,440,49,32,0,64,34,42,21,35,129,34,573,TOYOTA,0.533865,0.037849,0.571714,118.0,0.7678883071553229,0,0.059336823734729496
95472,26921,1395,1259,1740,1535,3040,4426,2571,2775,5449,2731,30736,VOLVO,0.710331,0.044743,0.755074,11900.0,0.8758784487246226,1,0.08885346173867777
95476,30875,1695,1690,1481,1564,4137,4822,2527,3385,5424,4150,36586,WORKHORSE,0.768724,0.055813,0.824537,13807.0,0.8439020390313234,1,0.11343136718963538
95482,24972,1954,2038,2092,1900,3716,4188,1895,2008,2997,2184,31482,WORKHORSE,0.677676,0.071748,0.749424,7506.0,0.7932151705736611,1,0.0693729750333524
95485,2283,34,124,220,187,176,323,223,290,488,218,2650,VOLKSWAGEN,0.523318,0.050351,0.573669,429.0,0.8615094339622642,0,0.08226415094339623
95488,145,0,0,16,34,39,0,9,0,47,0,179,TOYOTA,0.862069,0.075862,0.937931,66.0,0.8100558659217877,1,0.0
95490,10386,552,840,696,746,1594,1134,988,922,1913,1001,12975,VOLVO,0.661981,0.060691,0.722672,3245.0,0.8004624277456648,0,0.07714836223506744
95492,23319,1994,1450,1614,1657,3728,4478,1967,1978,2501,1952,29271,WORKHORSE,0.754318,0.047424,0.801742,9650.0,0.796658809060162,1,0.06668716477059206
95494,155,0,16,13,7,23,22,0,32,29,13,171,Unk,1.0,0.140351,1.0,103.0,0.9064327485380117,1,0.07602339181286549
95497,1028,0,0,77,0,46,71,61,164,355,254,1134,TOYOTA,0.454545,0.08467,0.539215,336.0,0.9065255731922398,0,0.2239858906525573
95501,19796,840,1716,2274,1807,3068,2930,1852,1381,2502,1426,23324,VOLVO,0.681157,0.059789,0.740946,6018.0,0.8487394957983193,1,0.06113874121077002
95503,21044,1413,1319,1408,1541,3876,2835,1688,1922,2914,2128,25972,VOLVO,0.638991,0.047241,0.686232,6657.0,0.8102572000616048,0,0.08193439088248883
95511,232,0,0,40,10,27,44,59,0,43,9,262,TOYOTA,0.354962,0.064885,0.419847,27.0,0.8854961832061069,0,0.03435114503816794
95514,105,0,0,0,36,43,0,0,6,16,4,140,TOYOTA,0.92381,0.104762,1.0,26.0,0.75,1,0.02857142857142857
95519,15721,869,2000,1196,1453,2518,2019,999,1560,1937,1170,19763,VOLVO,0.643316,0.042761,0.686077,5442.0,0.7954763952841167,0,0.059201538228001824
95521,18778,2069,5010,1937,1339,2084,1676,922,1132,1897,712,21068,VOLVO,0.658378,0.047335,0.705713,5751.0,0.8913043478260869,0,0.03379532940953104
95524,1489,51,57,49,88,221,197,184,150,289,203,1668,VOLVO,0.88589,0.053988,0.939878,778.0,0.8926858513189448,1,0.12170263788968826
95525,1281,15,74,159,168,125,88,128,227,204,93,1401,VOLVO,0.904901,0.078274,0.983175,598.0,0.9143468950749465,1,0.06638115631691649
95526,186,6,0,9,5,8,27,13,65,40,13,196,TOYOTA,1.0,0.117021,1.0,79.0,0.9489795918367347,1,0.0663265306122449
95527,473,0,32,3,13,24,69,68,114,62,88,499,Unk,0.334021,0.028866,0.362887,67.0,0.9478957915831663,0,0.17635270541082165
95528,1109,55,88,55,83,183,181,122,97,180,65,1437,Unk,0.364925,0.021642,0.386567,206.0,0.7717466945024356,0,0.04523312456506611
95531,19005,1049,1105,1901,1797,3199,2799,1972,1435,2243,1505,23737,VOLVO,0.447279,0.048559,0.495838,3733.0,0.8006487761722206,0,0.06340312592155706
95536,2311,136,115,123,117,349,295,222,256,380,318,2899,VOLVO,0.638717,0.034998,0.673715,872.0,0.7971714384270439,0,0.10969299758537426
95537,251,0,0,0,0,83,0,0,111,57,0,251,TOYOTA,0.74502,0.071713,0.816733,75.0,1.0,1,0.0
95540,11124,781,890,753,833,1644,1658,1087,904,1368,1206,14196,VOLVO,0.610672,0.048657,0.659329,3308.0,0.7836010143702451,0,0.08495350803043111
95542,1674,90,53,172,113,216,261,122,200,346,101,1871,VOLVO,0.651791,0.063361,0.715152,481.0,0.89470871191876,0,0.053981827899518976
95543,630,75,65,0,36,21,136,9,74,146,68,705,TOYOTA,0.503608,0.044733,0.548341,171.0,0.8936170212765957,0,0.09645390070921986
95545,118,3,10,10,20,11,25,0,7,18,14,118,TOYOTA,0.855932,0.101695,0.957627,36.0,1.0,1,0.11864406779661017
95546,2488,193,335,189,178,317,454,161,238,279,144,3466,VOLKSWAGEN,0.414518,0.040751,0.455269,388.0,0.7178303519907675,0,0.0415464512406232
95547,903,27,40,61,6,169,156,124,66,177,77,1063,VOLKSWAGEN,0.698413,0.03869,0.737103,314.0,0.8494825964252116,1,0.07243650047036689
95548,1027,33,84,70,40,165,175,77,100,118,165,1251,Unk,0.480302,0.034367,0.514669,243.0,0.820943245403677,0,0.13189448441247004
95549,753,54,11,48,69,154,104,92,66,108,47,929,TOYOTA,0.556299,0.049052,0.605351,256.0,0.8105489773950484,0,0.05059203444564048
95551,1159,123,55,116,57,160,194,105,117,171,61,1416,VOLKSWAGEN,0.725904,0.049699,0.775603,406.0,0.818502824858757,1,0.04307909604519774
95552,621,0,7,26,53,59,88,100,115,110,63,750,TOYOTA,0.209749,0.022157,0.231906,49.0,0.828,0,0.084
95553,681,45,43,82,42,235,0,79,0,89,66,767,TOYOTA,0.611491,0.039672,0.651163,181.0,0.8878748370273793,0,0.08604954367666232
95554,452,0,4,0,30,114,30,2,107,101,64,508,TOYOTA,0.474684,0.048523,0.523207,71.0,0.889763779527559,0,0.12598425196850394
95555,363,20,37,23,33,46,79,16,27,51,31,437,TOYOTA,0.437653,0.0489,0.486553,60.0,0.8306636155606407,0,0.07093821510297482
95556,403,5,6,69,57,24,38,51,73,75,5,598,TOYOTA,0.418216,0.107807,0.526023,82.0,0.6739130434782609,0,0.008361204013377926
95558,351,16,4,12,16,68,69,17,14,95,40,416,TOYOTA,0.662531,0.057072,0.719603,115.0,0.84375,0,0.09615384615384616
95560,1425,200,16,141,139,131,218,120,71,301,88,1615,VOLVO,0.796556,0.079082,0.875638,523.0,0.8823529411764706,1,0.05448916408668731
95562,2459,95,280,189,183,514,391,212,145,232,218,3401,VOLKSWAGEN,0.505118,0.041267,0.546385,515.0,0.7230226403998824,0,0.06409879447221406
95563,590,17,11,2,27,44,137,29,140,156,27,665,TOYOTA,0.425564,0.018045,0.443609,112.0,0.8872180451127819,0,0.0406015037593985
95564,368,54,44,18,30,45,72,25,18,45,17,389,TOYOTA,0.691099,0.049738,0.740837,78.0,0.9460154241645244,1,0.043701799485861184
95565,622,21,98,73,35,87,102,54,60,76,16,762,TOYOTA,0.584046,0.059829,0.643875,127.0,0.8162729658792651,0,0.02099737532808399
95567,1490,64,33,30,111,333,140,129,168,363,119,1802,Unk,0.475476,0.051356,0.526832,289.0,0.8268590455049944,0,0.0660377358490566
95568,257,0,7,19,19,45,64,11,45,46,1,274,TOYOTA,0.251852,0.066667,0.318519,21.0,0.9379562043795621,0,0.0036496350364963502
95569,371,0,26,40,2,20,112,46,80,34,11,371,TOYOTA,0.261456,0.048518,0.309974,39.0,1.0,0,0.029649595687331536
95570,1970,84,168,32,83,418,237,171,218,387,172,2338,VOLVO,0.793852,0.062387,0.856239,946.0,0.8426005132591959,1,0.07356715141146279
95573,1192,0,71,156,117,168,73,155,144,189,119,1568,VOLKSWAGEN,0.692722,0.055256,0.747978,445.0,0.7602040816326531,1,0.07589285714285714
95585,378,18,17,21,59,44,55,39,62,63,0,457,TOYOTA,0.555024,0.050239,0.605263,112.0,0.8271334792122538,0,0.0
95589,913,0,6,173,91,85,187,58,38,194,81,963,VOLVO,0.700935,0.064382,0.765317,294.0,0.9480789200415368,1,0.08411214953271028
95601,114,10,0,10,11,41,1,14,11,16,0,151,TOYOTA,1.0,0.326389,1.0,80.0,0.7549668874172185,1,0.0
95602,15243,659,703,995,761,1411,2091,1979,1593,2887,2164,17557,WORKHORSE,0.618379,0.039391,0.65777,4896.0,0.8682007176624708,0,0.12325568149456058
95603,24601,1257,1192,1584,1473,3426,3651,2172,2804,3956,3086,29474,WORKHORSE,0.587199,0.039113,0.626312,7697.0,0.834667842844541,0,0.10470244961661125
95604,85,0,0,0,0,28,0,0,12,12,33,85,VOLKSWAGEN,1.0,0.494118,1.0,491.0,1.0,1,0.38823529411764707
95605,10969,798,1198,1157,1131,1722,1369,997,916,1000,681,14493,VOLVO,0.584325,0.04939,0.633715,2418.0,0.7568481335817291,0,0.04698820120057959
95606,239,0,2,0,28,35,41,0,61,45,27,249,TOYOTA,0.650602,0.104418,0.75502,64.0,0.9598393574297188,0,0.10843373493975904
95607,371,8,10,13,0,0,88,43,22,148,39,389,TOYOTA,0.419023,0.03599,0.455013,86.0,0.9537275064267352,0,0.10025706940874037
95608,51219,2720,3390,4207,4262,7523,7219,4737,4463,6290,6408,62539,WORKHORSE,0.673685,0.046219,0.719904,17659.0,0.8189929484001983,1,0.10246406242504677
95610,37762,1845,3157,4528,3861,5796,5581,2914,3065,4209,2806,46305,WORKHORSE,0.556468,0.035499,0.591967,8712.0,0.81550588489364,0,0.06059820753698305
95612,880,0,34,78,88,223,100,75,89,110,83,1321,VOLKSWAGEN,0.734388,0.069942,0.80433,396.0,0.6661619984859954,1,0.06283118849356548
95614,3661,206,78,258,180,405,614,454,568,577,321,4359,VOLKSWAGEN,0.530965,0.023284,0.554249,1080.0,0.8398715301674696,0,0.07364074328974536
95615,526,34,0,57,31,126,66,27,66,54,65,704,TOYOTA,0.966102,0.084746,1.0,234.0,0.7471590909090909,1,0.09232954545454546
95616,47681,8775,16731,4478,2422,3335,3220,1633,1729,2842,2516,52212,VOLVO,0.682326,0.049372,0.731698,18484.0,0.9132191833295028,1,0.04818815597946832
95618,22436,2056,4592,1559,1213,3331,3381,1641,1432,1823,1408,27519,VOLVO,0.824077,0.054661,0.878738,11743.0,0.8152912533158908,1,0.051164649878265925
95619,4514,141,150,648,141,860,527,443,386,490,728,5718,VOLKSWAGEN,0.499908,0.036102,0.53601,1131.0,0.7894368660370759,0,0.1273172437915355
95620,16810,1107,1737,1448,1496,2823,2717,1287,1171,1617,1407,21954,VOLVO,0.657334,0.071788,0.729122,4573.0,0.7656919012480642,0,0.06408854878382071
95621,34096,2201,2443,2957,2919,5593,5333,2492,2991,4142,3025,41740,WORKHORSE,0.588446,0.035556,0.624002,8771.0,0.8168663152850982,0,0.07247244849065644
95623,3268,146,207,207,194,372,478,481,345,611,227,3665,VOLVO,0.661777,0.044288,0.706065,957.0,0.8916780354706685,0,0.061937244201909956
95624,51874,4027,4559,3770,4064,8712,8922,5163,4299,4841,3517,65948,WORKHORSE,0.758413,0.039638,0.798051,19821.0,0.7865894340995936,1,0.05332989628191909
95625,74,0,0,0,7,0,16,8,43,0,0,74,TOYOTA,1.0,0.243243,1.0,76.0,1.0,1,0.0
95626,4824,215,451,438,301,619,849,481,419,696,355,6065,VOLKSWAGEN,0.502122,0.028112,0.530234,1021.0,0.7953833470733718,0,0.0585325638911789
95627,2741,299,199,226,379,504,356,110,136,337,195,3802,VOLKSWAGEN,0.641244,0.084482,0.725726,685.0,0.7209363492898474,0,0.05128879537085744
95628,33885,1484,2208,2537,2286,4728,5680,3140,3076,5258,3488,40855,WORKHORSE,0.726262,0.041841,0.768103,13462.0,0.8293966466772733,1,0.08537510708603598
95629,845,42,19,0,21,157,116,89,178,135,88,940,VOLKSWAGEN,0.529787,0.081915,0.611702,210.0,0.898936170212766,0,0.09361702127659574
95630,61384,3569,3391,4504,4753,11942,13894,4887,4578,5829,4037,78159,WORKHORSE,0.736965,0.046586,0.783551,25328.0,0.7853734054939291,1,0.051651121431952815
95631,5602,173,262,340,377,487,1159,675,625,909,595,6851,VOLVO,0.437838,0.02749,0.465328,1036.0,0.8176908480513794,0,0.08684863523573201
95632,24817,1797,1912,2200,2269,3781,4562,2201,1803,2428,1864,31911,WORKHORSE,0.597508,0.058448,0.655956,5902.0,0.7776942120272007,0,0.05841245965341105
95633,3082,207,96,20,276,566,500,275,568,352,222,4188,VOLVO,0.394024,0.026083,0.420107,672.0,0.7359121298949379,0,0.05300859598853868
95634,2971,239,86,202,200,349,338,300,347,506,404,3559,VOLVO,0.394886,0.037764,0.43265,569.0,0.8347850519808935,0,0.11351503231244732
95635,977,81,75,64,178,31,47,205,58,139,99,1058,Unk,0.577628,0.036644,0.614272,229.0,0.9234404536862004,0,0.09357277882797732
95636,1018,34,34,40,42,102,137,84,121,355,69,1195,Unk,0.32887,0.029289,0.358159,109.0,0.8518828451882845,0,0.05774058577405858
95637,206,0,0,39,30,0,60,0,9,33,35,268,TOYOTA,0.783582,0.093284,0.876866,87.0,0.7686567164179104,1,0.13059701492537312
95638,1786,94,136,108,39,195,320,207,202,251,234,2126,VOLKSWAGEN,0.567825,0.038553,0.606378,444.0,0.8400752587017873,0,0.11006585136406397
95639,263,10,12,0,19,70,72,48,13,19,0,335,TOYOTA,0.585075,0.035821,0.620896,81.0,0.7850746268656716,0,0.0
95640,10282,598,724,803,781,1463,1939,1100,841,1430,603,11598,VOLKSWAGEN,0.413086,0.058062,0.471148,1676.0,0.8865321607173651,0,0.05199172271081221
95641,1324,116,59,66,92,134,275,90,130,205,157,1489,Unk,0.840491,0.120654,0.961145,441.0,0.8891873740765615,1,0.10543989254533244
95642,6116,238,157,488,392,737,623,511,693,998,1279,7101,VOLVO,0.647223,0.127656,0.774879,1678.0,0.861287142655964,0,0.18011547669342345
95645,1416,43,58,44,177,263,281,98,115,185,152,1881,VOLKSWAGEN,0.518072,0.086632,0.604704,288.0,0.7527910685805422,0,0.08080808080808081
95646,72,0,5,8,19,4,20,0,11,5,0,80,TOYOTA,1.0,0.652778,1.0,40.0,0.9,1,0.0
95648,42313,2017,2373,2409,3013,6985,5356,2919,3384,7449,6408,52949,WORKHORSE,0.700499,0.037811,0.73831,16603.0,0.7991274622750194,1,0.12102211562069161
95650,11980,687,547,533,652,1735,2239,1158,1109,2144,1176,14808,WORKHORSE,0.567619,0.03412,0.601739,3429.0,0.809022150189087,0,0.07941653160453808
95651,534,15,66,18,20,44,164,125,68,14,0,624,Unk,0.847756,0.065705,0.913461,235.0,0.8557692307692307,1,0.0
95652,578,118,23,32,25,128,96,28,0,65,63,789,Unk,0.468371,0.067295,0.535666,66.0,0.7325728770595691,0,0.07984790874524715
95653,483,91,9,22,64,96,42,43,56,60,0,581,TOYOTA,0.654045,0.079174,0.733219,86.0,0.8313253012048193,0,0.0
95655,3272,212,259,213,428,742,560,158,260,270,170,4156,VOLKSWAGEN,0.647208,0.041624,0.688832,963.0,0.7872954764196343,0,0.04090471607314726
95658,5601,183,277,357,299,794,875,656,494,1075,591,6837,VOLVO,0.583945,0.031651,0.615596,1736.0,0.8192189556823168,0,0.08644142167617376
95659,774,43,59,77,70,138,121,48,72,93,53,932,TOYOTA,0.404817,0.02867,0.433487,122.0,0.8304721030042919,0,0.05686695278969957
95660,26328,2126,3039,2768,2545,4374,3499,1978,1989,2313,1697,35461,VOLVO,0.478533,0.038754,0.517287,3881.0,0.7424494515101097,0,0.047855390428921916
95661,25597,1476,1977,1919,1816,3797,4060,2268,2221,3446,2617,31315,WORKHORSE,0.727683,0.040251,0.767934,9792.0,0.8174038000958007,1,0.08357017403800096
95662,26226,1487,1960,2017,2064,4016,4365,2608,2078,3398,2233,32172,WORKHORSE,0.620853,0.03604,0.656893,7921.0,0.8151809026482656,0,0.06940818102697999
95663,1987,140,91,64,108,203,422,262,145,344,208,2493,VOLKSWAGEN,0.693224,0.033265,0.726489,699.0,0.7970316887284397,1,0.08343361411953469
95664,1401,226,71,35,68,310,98,194,113,155,131,1603,VOLKSWAGEN,0.490045,0.02569,0.515735,362.0,0.8739862757330006,0,0.08172177167810356
95665,3777,310,38,168,149,435,593,294,515,893,382,4303,VOLVO,0.579302,0.094103,0.673405,940.0,0.8777597025331164,0,0.08877527306530328
95666,4542,111,96,225,180,488,719,506,489,1227,501,5164,VOLVO,0.592045,0.105936,0.697981,1139.0,0.8795507358636716,0,0.09701781564678544
95667,31204,1554,1581,2043,1709,3705,4557,3755,3038,5879,3383,36487,WORKHORSE,0.587388,0.043321,0.630709,9011.0,0.8552087044700852,0,0.09271795433990189
95668,521,25,33,20,46,120,63,37,52,68,57,664,Unk,0.548742,0.062893,0.611635,122.0,0.7846385542168675,0,0.0858433734939759
95669,1907,56,91,109,216,301,307,151,216,295,165,2315,VOLKSWAGEN,0.719837,0.106643,0.82648,593.0,0.8237580993520518,1,0.07127429805615551
95670,44220,2295,3149,4944,4648,7079,7082,3421,3259,4730,3613,55558,WORKHORSE,0.632095,0.042737,0.674832,13463.0,0.7959249793009108,0,0.06503113862990029
95672,4436,221,227,116,178,664,914,643,327,775,371,5266,VOLKSWAGEN,0.528386,0.036815,0.565201,1189.0,0.8423851120394986,0,0.07045195594379035
95673,12740,805,1115,1047,1037,1957,2294,1363,1093,1290,739,16636,VOLVO,0.485796,0.034945,0.520741,2282.0,0.7658090887232508,0,0.04442173599422938
95674,630,64,44,18,34,75,124,63,86,59,63,767,Unk,0.588398,0.046961,0.635359,159.0,0.8213820078226858,0,0.08213820078226858
95675,545,0,103,0,28,40,176,0,0,198,0,566,TOYOTA,0.291743,0.047706,0.339449,61.0,0.9628975265017667,0,0.0
95677,20514,1632,1803,1538,1454,3578,3633,1596,1489,2366,1425,25477,WORKHORSE,0.702288,0.037199,0.739487,7230.0,0.8051968442124269,1,0.05593280213525925
95678,33695,1806,2750,3239,3588,6497,5522,2460,2546,2926,2361,42053,VOLVO,0.669779,0.040948,0.710727,10188.0,0.801250802558676,0,0.05614343804247022
95681,892,0,61,37,32,118,174,143,75,160,92,1246,Unk,0.562385,0.033945,0.59633,202.0,0.7158908507223114,0,0.0738362760834671
95682,25017,1186,2009,1381,1520,3016,4260,2262,2497,3588,3298,30314,WORKHORSE,0.619654,0.037642,0.657296,8055.0,0.8252622550636669,0,0.1087946163488817
95683,5283,186,224,169,200,688,981,440,531,1144,720,6326,VOLKSWAGEN,0.772742,0.040558,0.8133,2396.0,0.8351248814416693,1,0.11381599747075562
95684,2787,50,181,136,73,339,168,338,412,757,333,3129,Unk,0.451031,0.047358,0.498389,579.0,0.8906999041227229,0,0.10642377756471716
95685,3810,148,233,245,233,457,549,327,248,714,656,4665,VOLVO,0.638342,0.120018,0.75836,1144.0,0.8167202572347267,0,0.14062165058949624
95686,921,116,103,47,94,155,110,80,73,132,11,1262,TOYOTA,0.489779,0.109029,0.598808,132.0,0.7297939778129953,0,0.008716323296354992
95687,55724,3076,4457,5046,5944,8955,9360,4540,4311,5847,4188,69060,WORKHORSE,0.566057,0.051806,0.617863,14300.0,0.8068925571966405,0,0.06064291920069505
95688,29583,1716,2363,2683,2421,4516,5233,2793,2294,3552,2012,37260,WORKHORSE,0.665484,0.074865,0.740349,9338.0,0.7939613526570048,0,0.05399892646269458
95689,1437,20,33,26,32,175,173,170,160,394,254,1698,VOLKSWAGEN,0.472574,0.081374,0.553948,366.0,0.8462897526501767,0,0.14958775029446408
95690,1720,171,76,217,138,253,162,161,123,345,74,2215,VOLKSWAGEN,0.699573,0.1215,0.821073,571.0,0.7765237020316027,1,0.033408577878103835
95691,29613,2064,2406,2786,3092,6294,4370,2281,1908,2751,1661,38690,WORKHORSE,0.720989,0.04639,0.767379,10429.0,0.7653915740501421,1,0.042930989919875935
95692,4347,272,358,350,288,839,606,497,363,468,306,5251,VOLKSWAGEN,0.429616,0.034994,0.46461,668.0,0.827842315749381,0,0.05827461435916968
95693,5674,149,333,211,466,654,1187,631,491,1016,536,7037,VOLVO,0.643495,0.03245,0.675945,1789.0,0.8063095068921415,0,0.07616882194116811
95694,8051,463,768,619,679,1242,1292,939,831,819,399,10495,VOLVO,0.635289,0.096517,0.731806,2358.0,0.7671272034302049,0,0.03801810385898047
95695,32393,2016,2614,2750,2666,5349,5288,2494,2308,3951,2957,41278,VOLVO,0.653078,0.056348,0.709426,9412.0,0.7847521682252047,0,0.07163622268520761
95697,183,14,42,0,0,0,33,10,0,60,24,183,Unk,1.0,0.15847,1.0,104.0,1.0,1,0.13114754098360656
